noise_type,dimension,N,physical_error_rate,iterations,logical_errors,fidelities,purities,success_probabilities,amplification_iterations,total_swap_operations,total_amplification_iterations,memory_levels_used,theoretical_predictions
depolarizing,2,8,0.1,"[0, 1, 2, 3]","[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455]","[0.95, 0.9724409448818898, 0.9854508098810264, 0.9925122091894505]","[0.9, 0.9448818897637795, 0.9709016197620527, 0.9850244183789011]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455]"
depolarizing,2,8,0.2,"[0, 1, 2, 3]","[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297]","[0.9, 0.9395604395604396, 0.9660243894632398, 0.9818389551479727]","[0.8, 0.8791208791208791, 0.9320487789264795, 0.9636779102959454]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297]"
depolarizing,2,8,0.5,"[0, 1, 2, 3]","[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733]","[0.75, 0.8076923076923077, 0.8642732049036778, 0.9126829971707267]","[0.5, 0.6153846153846154, 0.7285464098073555, 0.8253659943414534]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733]"
depolarizing,2,8,0.8,"[0, 1, 2, 3]","[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233]","[0.6, 0.631578947368421, 0.6714801444043321, 0.7200140461180877]","[0.19999999999999996, 0.26315789473684204, 0.3429602888086642, 0.44002809223617534]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233]"
depolarizing,2,8,0.9,"[0, 1, 2, 3]","[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726]","[0.55, 0.5664451827242525, 0.5880751125627737, 0.6162313068148274]","[0.09999999999999998, 0.13289036544850497, 0.17615022512554723, 0.2324626136296548]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726]"
depolarizing,2,8,0.95,"[0, 1, 2, 3]","[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715]","[0.525, 0.5333055786844296, 0.5443418559568101, 0.5589678843884529]","[0.050000000000000044, 0.06661115736885935, 0.08868371191362022, 0.11793576877690573]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715]"
depolarizing,2,8,0.99,"[0, 1, 2, 3]","[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762]","[0.505, 0.5066664444518516, 0.5088880659373767, 0.511849506471238]","[0.010000000000000009, 0.013332888903703223, 0.01777613187475342, 0.023699012942475964]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762]"
depolarizing,2,16,0.1,"[0, 1, 2, 3, 4]","[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455, 0.0038001707301427157]","[0.95, 0.9724409448818898, 0.9854508098810264, 0.9925122091894505, 0.9961998292698573]","[0.9, 0.9448818897637795, 0.9709016197620527, 0.9850244183789011, 0.9923996585397146]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455, 0.0038001707301427157]"
depolarizing,2,16,0.2,"[0, 1, 2, 3, 4]","[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297, 0.009413284561262059]","[0.9, 0.9395604395604396, 0.9660243894632398, 0.9818389551479727, 0.990586715438738]","[0.8, 0.8791208791208791, 0.9320487789264795, 0.9636779102959454, 0.9811734308774759]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297, 0.009413284561262059]"
depolarizing,2,16,0.5,"[0, 1, 2, 3, 4]","[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733, 0.05158128504231457]","[0.75, 0.8076923076923077, 0.8642732049036778, 0.9126829971707267, 0.9484187149576855]","[0.5, 0.6153846153846154, 0.7285464098073555, 0.8253659943414534, 0.8968374299153709]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733, 0.05158128504231457]"
depolarizing,2,16,0.8,"[0, 1, 2, 3, 4]","[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233, 0.22443343814890537]","[0.6, 0.631578947368421, 0.6714801444043321, 0.7200140461180877, 0.7755665618510946]","[0.19999999999999996, 0.26315789473684204, 0.3429602888086642, 0.44002809223617534, 0.5511331237021893]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233, 0.22443343814890537]"
depolarizing,2,16,0.9,"[0, 1, 2, 3, 4]","[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726, 0.34776708891191377]","[0.55, 0.5664451827242525, 0.5880751125627737, 0.6162313068148274, 0.6522329110880862]","[0.09999999999999998, 0.13289036544850497, 0.17615022512554723, 0.2324626136296548, 0.30446582217617246]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726, 0.34776708891191377]"
depolarizing,2,16,0.95,"[0, 1, 2, 3, 4]","[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715, 0.4217389942295285]","[0.525, 0.5333055786844296, 0.5443418559568101, 0.5589678843884529, 0.5782610057704715]","[0.050000000000000044, 0.06661115736885935, 0.08868371191362022, 0.11793576877690573, 0.156522011540943]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715, 0.4217389942295285]"
depolarizing,2,16,0.99,"[0, 1, 2, 3, 4]","[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762, 0.4842036153491]","[0.505, 0.5066664444518516, 0.5088880659373767, 0.511849506471238, 0.5157963846508999]","[0.010000000000000009, 0.013332888903703223, 0.01777613187475342, 0.023699012942475964, 0.03159276930179996]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762, 0.4842036153491]"
depolarizing,2,32,0.1,"[0, 1, 2, 3, 4, 5]","[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455, 0.0038001707301427157, 0.00191455399727819]","[0.95, 0.9724409448818898, 0.9854508098810264, 0.9925122091894505, 0.9961998292698573, 0.9980854460027218]","[0.9, 0.9448818897637795, 0.9709016197620527, 0.9850244183789011, 0.9923996585397146, 0.9961708920054436]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10]",31,0,5,"[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455, 0.0038001707301427157, 0.00191455399727819]"
depolarizing,2,32,0.2,"[0, 1, 2, 3, 4, 5]","[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297, 0.009413284561262059, 0.004795665261973114]","[0.9, 0.9395604395604396, 0.9660243894632398, 0.9818389551479727, 0.990586715438738, 0.9952043347380268]","[0.8, 0.8791208791208791, 0.9320487789264795, 0.9636779102959454, 0.9811734308774759, 0.9904086694760538]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10]",31,0,5,"[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297, 0.009413284561262059, 0.004795665261973114]"
depolarizing,2,32,0.5,"[0, 1, 2, 3, 4, 5]","[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733, 0.05158128504231457, 0.028515977323784802]","[0.75, 0.8076923076923077, 0.8642732049036778, 0.9126829971707267, 0.9484187149576855, 0.9714840226762151]","[0.5, 0.6153846153846154, 0.7285464098073555, 0.8253659943414534, 0.8968374299153709, 0.9429680453524304]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10]",31,0,5,"[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733, 0.05158128504231457, 0.028515977323784802]"
depolarizing,2,32,0.8,"[0, 1, 2, 3, 4, 5]","[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233, 0.22443343814890537, 0.16635883220815212]","[0.6, 0.631578947368421, 0.6714801444043321, 0.7200140461180877, 0.7755665618510946, 0.8336411677918478]","[0.19999999999999996, 0.26315789473684204, 0.3429602888086642, 0.44002809223617534, 0.5511331237021893, 0.6672823355836958]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10]",31,0,5,"[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233, 0.22443343814890537, 0.16635883220815212]"
depolarizing,2,32,0.9,"[0, 1, 2, 3, 4, 5]","[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726, 0.34776708891191377, 0.30310674969180035]","[0.55, 0.5664451827242525, 0.5880751125627737, 0.6162313068148274, 0.6522329110880862, 0.6968932503081997]","[0.09999999999999998, 0.13289036544850497, 0.17615022512554723, 0.2324626136296548, 0.30446582217617246, 0.3937865006163993]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10]",31,0,5,"[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726, 0.34776708891191377, 0.30310674969180035]"
depolarizing,2,32,0.95,"[0, 1, 2, 3, 4, 5]","[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715, 0.4217389942295285, 0.39649723521764185]","[0.525, 0.5333055786844296, 0.5443418559568101, 0.5589678843884529, 0.5782610057704715, 0.6035027647823582]","[0.050000000000000044, 0.06661115736885935, 0.08868371191362022, 0.11793576877690573, 0.156522011540943, 0.20700552956471632]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10]",31,0,5,"[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715, 0.4217389942295285, 0.39649723521764185]"
depolarizing,2,32,0.99,"[0, 1, 2, 3, 4, 5]","[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762, 0.4842036153491, 0.4789451587660398]","[0.505, 0.5066664444518516, 0.5088880659373767, 0.511849506471238, 0.5157963846508999, 0.5210548412339602]","[0.010000000000000009, 0.013332888903703223, 0.01777613187475342, 0.023699012942475964, 0.03159276930179996, 0.04210968246792035]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10]",31,0,5,"[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762, 0.4842036153491, 0.4789451587660398]"
depolarizing,2,64,0.1,"[0, 1, 2, 3, 4, 5, 6]","[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455, 0.0038001707301427157, 0.00191455399727819, 0.0009609460178189866]","[0.95, 0.9724409448818898, 0.9854508098810264, 0.9925122091894505, 0.9961998292698573, 0.9980854460027218, 0.999039053982181]","[0.9, 0.9448818897637795, 0.9709016197620527, 0.9850244183789011, 0.9923996585397146, 0.9961708920054436, 0.998078107964362]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10]",63,0,6,"[0.04999999999999999, 0.027559055118110243, 0.014549190118973654, 0.007487790810549455, 0.0038001707301427157, 0.00191455399727819, 0.0009609460178189866]"
depolarizing,2,64,0.2,"[0, 1, 2, 3, 4, 5, 6]","[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297, 0.009413284561262059, 0.004795665261973114, 0.0024208859156122364]","[0.9, 0.9395604395604396, 0.9660243894632398, 0.9818389551479727, 0.990586715438738, 0.9952043347380268, 0.9975791140843877]","[0.8, 0.8791208791208791, 0.9320487789264795, 0.9636779102959454, 0.9811734308774759, 0.9904086694760538, 0.9951582281687755]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10]",63,0,6,"[0.09999999999999998, 0.06043956043956045, 0.03397561053676024, 0.018161044852027297, 0.009413284561262059, 0.004795665261973114, 0.0024208859156122364]"
depolarizing,2,64,0.5,"[0, 1, 2, 3, 4, 5, 6]","[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733, 0.05158128504231457, 0.028515977323784802, 0.015082393932659255]","[0.75, 0.8076923076923077, 0.8642732049036778, 0.9126829971707267, 0.9484187149576855, 0.9714840226762151, 0.9849176060673408]","[0.5, 0.6153846153846154, 0.7285464098073555, 0.8253659943414534, 0.8968374299153709, 0.9429680453524304, 0.9698352121346815]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10]",63,0,6,"[0.25, 0.1923076923076923, 0.13572679509632224, 0.0873170028292733, 0.05158128504231457, 0.028515977323784802, 0.015082393932659255]"
depolarizing,2,64,0.8,"[0, 1, 2, 3, 4, 5, 6]","[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233, 0.22443343814890537, 0.16635883220815212, 0.11263810068147184]","[0.6, 0.631578947368421, 0.6714801444043321, 0.7200140461180877, 0.7755665618510946, 0.8336411677918478, 0.8873618993185282]","[0.19999999999999996, 0.26315789473684204, 0.3429602888086642, 0.44002809223617534, 0.5511331237021893, 0.6672823355836958, 0.7747237986370563]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10]",63,0,6,"[0.4, 0.368421052631579, 0.3285198555956679, 0.27998595388191233, 0.22443343814890537, 0.16635883220815212, 0.11263810068147184]"
depolarizing,2,64,0.9,"[0, 1, 2, 3, 4, 5, 6]","[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726, 0.34776708891191377, 0.30310674969180035, 0.2503784231771741]","[0.55, 0.5664451827242525, 0.5880751125627737, 0.6162313068148274, 0.6522329110880862, 0.6968932503081997, 0.7496215768228258]","[0.09999999999999998, 0.13289036544850497, 0.17615022512554723, 0.2324626136296548, 0.30446582217617246, 0.3937865006163993, 0.49924315364565175]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10]",63,0,6,"[0.45, 0.4335548172757475, 0.4119248874372264, 0.3837686931851726, 0.34776708891191377, 0.30310674969180035, 0.2503784231771741]"
depolarizing,2,64,0.95,"[0, 1, 2, 3, 4, 5, 6]","[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715, 0.4217389942295285, 0.39649723521764185, 0.3639397657751765]","[0.525, 0.5333055786844296, 0.5443418559568101, 0.5589678843884529, 0.5782610057704715, 0.6035027647823582, 0.6360602342248236]","[0.050000000000000044, 0.06661115736885935, 0.08868371191362022, 0.11793576877690573, 0.156522011540943, 0.20700552956471632, 0.27212046844964705]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10]",63,0,6,"[0.475, 0.4666944213155703, 0.4556581440431899, 0.44103211561154715, 0.4217389942295285, 0.39649723521764185, 0.3639397657751765]"
depolarizing,2,64,0.99,"[0, 1, 2, 3, 4, 5, 6]","[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762, 0.4842036153491, 0.4789451587660398, 0.47194346187633507]","[0.505, 0.5066664444518516, 0.5088880659373767, 0.511849506471238, 0.5157963846508999, 0.5210548412339602, 0.5280565381236649]","[0.010000000000000009, 0.013332888903703223, 0.01777613187475342, 0.023699012942475964, 0.03159276930179996, 0.04210968246792035, 0.05611307624732985]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10, 10, 10]",63,0,6,"[0.495, 0.4933335555481484, 0.49111193406262327, 0.488150493528762, 0.4842036153491, 0.4789451587660398, 0.47194346187633507]"
depolarizing,3,8,0.1,"[0, 1, 2, 3]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709]"
depolarizing,3,8,0.2,"[0, 1, 2, 3]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441]"
depolarizing,3,8,0.5,"[0, 1, 2, 3]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231]"
depolarizing,3,8,0.8,"[0, 1, 2, 3]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493]"
depolarizing,3,8,0.9,"[0, 1, 2, 3]","[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605]","[0.39999999999999997, 0.417910447761194, 0.4408717991215712, 0.4703110195861395]","[0.09999999999999998, 0.12686567164179102, 0.16130769868235684, 0.2054665293792093]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.6, 0.582089552238806, 0.5591282008784287, 0.5296889804138605]"
depolarizing,3,8,0.95,"[0, 1, 2, 3]","[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684]","[0.3666666666666667, 0.375364128173117, 0.38642877480219595, 0.40054663926531603]","[0.050000000000000044, 0.06304619225967546, 0.0796431622032939, 0.10081995889797402]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.6333333333333333, 0.6246358718268831, 0.613571225197804, 0.599453360734684]"
depolarizing,3,8,0.99,"[0, 1, 2, 3]","[0.66, 0.6583170841457927, 0.6562043657504116, 0.6535493584129761]","[0.34, 0.3416829158542073, 0.34379563424958837, 0.3464506415870238]","[0.010000000000000009, 0.012524373781310945, 0.015693451374382567, 0.019675962380535778]","[0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10]",7,0,3,"[0.66, 0.6583170841457927, 0.6562043657504116, 0.6535493584129761]"
depolarizing,3,16,0.1,"[0, 1, 2, 3, 4]","[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609]","[0.9333333333333333, 0.963226571767497, 0.9805807992639041, 0.990004852433433, 0.9949271264496439]","[0.9, 0.9448398576512456, 0.970871198895856, 0.9850072786501494, 0.9923906896744659]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.06666666666666665, 0.03677342823250296, 0.01941920073609597, 0.00999514756656709, 0.00507287355035609]"
depolarizing,3,16,0.2,"[0, 1, 2, 3, 4]","[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688]","[0.8666666666666667, 0.9191919191919192, 0.95451032350668, 0.9756687762343556, 0.9873850499500043]","[0.8, 0.8787878787878789, 0.93176548526002, 0.9635031643515334, 0.9810775749250065]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.1333333333333333, 0.08080808080808073, 0.045489676493319996, 0.02433122376564441, 0.012614950049995688]"
depolarizing,3,16,0.5,"[0, 1, 2, 3, 4]","[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936]","[0.6666666666666666, 0.7407407407407407, 0.8149111400086694, 0.8797188273984476, 0.9284081965734007]","[0.5, 0.611111111111111, 0.722366710013004, 0.8195782410976715, 0.892612294860101]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.3333333333333333, 0.2592592592592593, 0.18508885999133065, 0.12028117260155231, 0.07159180342659936]"
depolarizing,3,16,0.8,"[0, 1, 2, 3, 4]","[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654]","[0.4666666666666666, 0.5032679738562091, 0.5495562589213678, 0.6067627220175507, 0.6744642237976034]","[0.19999999999999996, 0.25490196078431365, 0.3243343883820517, 0.41014408302632605, 0.5116963356964052]","[0.5, 0.5, 0.5, 0.5, 0.5]","[10, 10, 10, 10, 10]",15,0,4,"[0.5333333333333333, 0.49673202614379086, 0.45044374107863216, 0.3932372779824493, 0.32553577620239654]"
